,Symbol,4Y_Geometric_Avg_ROIC,Status,Years_Available,PB_Ratio,4Y_Geometric_Avg_ROIC_Pct
413,SPG,0.091150017209304,Success,4,24.6018418201517,9.12%
28,AMT,0.0593918498627,Success,4,25.0479192938209,5.94%
277,KLAC,0.412879324165453,Success,4,25.1415187237993,41.29%
434,TPR,0.204405216928123,Success,4,25.3068898592916,20.44%
48,ADSK,0.23404152024692,Success,4,25.5170249490036,23.40%
476,VST,0.110188518637602,Success,4,26.9570871261378,11.02%
130,CRWD,0.039956835660003,Success,4,27.8332443079388,4.00%
92,COR,0.200526012313162,Success,4,28.5398923152227,20.05%
200,FTNT,0.490079317468372,Success,4,29.4500185804534,49.01%
356,ORCL,0.149914517869074,Success,4,31.7471863848477,14.99%
184,EXPE,0.193158159720474,Success,4,31.7900223380491,19.32%
273,KMB,0.238028546595991,Success,4,33.6863410812222,23.80%
244,IDXX,0.486768619634396,Success,4,35.6084775561782,48.68%
288,LLY,0.266587934802496,Success,4,35.8773006134969,26.66%
232,HD,0.339110753963751,Success,4,38.9551264110458,33.91%
329,MSI,0.26376492789815,Success,4,40.448912215356,26.38%
347,NVDA,0.4483432953555,Success,4,40.5628495015804,44.83%
224,HAS,0.081252596869818,Success,4,46.3255813953488,8.13%
109,CLX,0.168252338500446,Success,4,48.2607033639144,16.83%
220,GDDY,0.236649703352125,Success,4,49.9725274725275,23.66%
38,AAPL,0.551202940095195,Success,4,54.044233807267,55.12%
360,PLTR,0.064058530650361,Success,4,61.61728,6.41%
304,MA,0.617274329587592,Success,4,67.0719889247808,61.73%
115,CL,0.293166484088136,Success,4,97.2842347525892,29.32%
290,LYV,0.265045229467878,Success,4,104.268370607029,26.50%
470,VRSK,0.244306390175052,Success,4,120.750784401614,24.43%
469,VRSN,2.19302209080248,Success,4,,219.30%
357,OTIS,0.777505564211676,Success,4,,77.75%
151,DPZ,0.63701687349827,Success,4,,63.70%
68,BKNG,0.56170472377481,Success,4,,56.17%
237,HPQ,0.557826752396645,Success,4,,55.78%
190,FICO,0.454469786561128,Success,4,,45.45%
313,MTD,0.418913202747057,Success,4,,41.89%
350,ORLY,0.411754262584657,Success,4,,41.18%
50,AZO,0.386561355124669,Success,4,,38.66%
21,MO,0.359810089352205,Success,4,,35.98%
371,PM,0.357360577706243,Success,4,,35.74%
294,LOW,0.349258048051215,Success,4,,34.93%
330,MSCI,0.344987765378072,Success,4,,34.50%
308,MCK,0.333288773964158,Success,4,,33.33%
303,MAS,0.330884573717631,Success,4,,33.09%
305,MTCH,0.270463930284851,Success,4,,27.05%
496,WYNN,0.236795991032216,Success,4,,23.68%
84,CAH,0.224180383619366,Success,4,,22.42%
422,SBUX,0.222316873745487,Success,4,,22.23%
409,STX,0.219253825324058,Success,4,,21.93%
307,MCD,0.191254815526315,Success,4,,19.13%
225,HCA,0.184319070269109,Success,4,,18.43%
142,DELL,0.162747197515254,Success,4,,16.27%
300,MAR,0.154312332430048,Success,4,,15.43%
450,TDG,0.15241037513785,Success,4,,15.24%
3,ABBV,0.149556103282634,Success,4,,14.96%
230,HLT,0.134502118178956,Success,4,,13.45%
407,SBAC,0.114125463455083,Success,4,,11.41%
138,DVA,0.09621018080915,Success,4,,9.62%
131,CCI,0.065115385157175,Success,4,,6.51%
260,IRM,0.059793409998201,Success,4,,5.98%
67,BA,,Success,4,,nan%
